element;sp_num;obs_wl_air(A);unc_obs_wl;ritz_wl_air(A);unc_ritz_wl;intens;Aki(s^-1);Acc;Ei(cm-1);Ek(cm-1);conf_i;term_i;J_i;conf_k;term_k;J_k;Type;tp_ref;line_ref;
Ne;1;4883.403;0.020;4883.4073;0.0003;150;;;149824.2215;170296.0099;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;1;;;L3469;
Ne;1;4884.9170;0.0004;4884.9181;0.0004;10000;4.15e+05;C+;149824.2215;170289.6782;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<1/2>).5d;2[5/2]*;3;;T6976;L3451;
Ne;1;4885.0971;0.0020;4885.0940;0.0003;1000;1.02e+05;C;149824.2215;170288.9415;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;2;;T6976;L4498;
Ne;1;4888.365;0.020;4888.3633;0.0012;50;;;151038.4524;171489.486;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).8s;2[3/2]*;1;;;L3469;
Ne;1;4892.0900;0.0010;4892.0896;0.0003;5000;;;150121.5922;170557.0484;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).7s;2[3/2]*;1;;;L7292;
Ne;1;4892.228;0.020;4892.2327;0.0010;100;;;151038.4524;171473.311;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).8s;2[3/2]*;2;;;L3469;
Ne;1;4897.924;0.020;4897.9214;0.0003;700;;;150121.5922;170532.7169;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).7s;2[3/2]*;2;;;L3469;
Ne;2;4898.784;0.020;4898.7839;0.0005;22;;;292033.1263;312440.6573;2s2.2p4.(3P).4p;2D*;5/2;2s2.2p4.(3P).5d;2F;7/2;;;L1406;
Ne;1;4899.013;0.020;4899.0122;0.0003;500;;;150917.4307;171324.0107;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).7s;2[1/2]*;1;;;L3469;
Ne;1;4928.2350;0.0010;4928.2397;0.0003;700;;;151038.4524;171324.0107;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).7s;2[1/2]*;1;;;L7292;
Ne;1;4930.944;0.020;4930.9547;0.0003;500;;;151038.4524;171312.8413;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).7s;2[1/2]*;0;;;L3469;
Ne;2;4936.370;0.020;4936.3653;0.0015;40;;;292651.298;312903.4650;2s2.2p4.(3P).4p;4S*;3/2;2s2.2p4.(3P).6s;4P;5/2;;;L1406;
Ne;1;4939.0410;0.0010;4939.0431;0.0003;1000;;;150315.8612;170557.0484;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).7s;2[3/2]*;1;;;L7292;
Ne;1;4944.9870;0.0010;4944.9874;0.0003;1000;;;150315.8612;170532.7169;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).7s;2[3/2]*;2;;;L7292;
Ne;1;4955.3905;0.0020;4955.3896;0.0003;1500;2.69e+05;C;150121.5922;170296.0099;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;1;;T6976;L4498;
Ne;1;4957.0335;0.0004;4957.0324;0.0004;10000;1.06e+06;C+;150121.5922;170289.3243;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).5d;2[5/2]*;2;;T6976;L3451;
Ne;1;4957.1220;0.0010;4957.1265;0.0003;1500;3.41e+05;C+;150121.5922;170288.9415;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;2;;T6976;L7292;
Ne;1;4973.5555;0.0020;4973.5533;0.0004;1000;;;150772.1118;170872.8524;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).6d;2[5/2]*;2;;;L4498;
Ne;1;4974.760;0.020;4974.7733;0.0006;500;;;150772.1118;170867.923;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).6d;2[3/2]*;1;;;L3469;
Ne;1;4975.961;0.020;4975.9950;0.0004;100;;;150772.1118;170862.9893;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).6d;2[3/2]*;2;;;L3469;
Ne;1;4979.625;0.020;4979.6423;0.0013;50;;;150772.1118;170848.274;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).6d;2[1/2]*;0;;;L3469;
Ne;1;4994.9300;0.0010;4994.9281;0.0004;1500;;;150858.5079;170873.2327;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).6d;2[5/2]*;3;;;L7292;
Ne;1;4996.209;0.020;4996.2536;0.0006;20;;;150858.5079;170867.923;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).6d;2[3/2]*;1;;;L3469;
Ne;1;4997.482;0.020;4997.4858;0.0004;150;;;150858.5079;170862.9893;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).6d;2[3/2]*;2;;;L3469;
Ne;1;4998.502;0.020;4998.5144;0.0004;100;;;150858.5079;170858.8729;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).6d;2[7/2]*;3;;;L3469;
Ne;1;5000.395;0.020;5000.4051;0.0004;30;;;150858.5079;170851.3105;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).6d;2[1/2]*;1;;;L3469;
Ne;1;5003.561;0.020;5003.5720;0.0004;20;;;150315.8612;170296.0099;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;1;;;L3469;
Ne;1;5005.1587;0.0004;5005.1582;0.0004;5000;4.37e+05;C+;150315.8612;170289.6782;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).5d;2[5/2]*;3;;T6976;L3451;
Ne;1;5005.3467;0.0030;5005.3428;0.0004;500;1.53e+05;C;150315.8612;170288.9415;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;2;;T6976;L4498;
Ne;1;5011.0030;0.0010;5011.0099;0.0006;250;;;150917.4307;170867.923;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).6d;2[3/2]*;1;;;L7292;
Ne;1;5015.187;0.020;5015.1861;0.0004;50;;;150917.4307;170851.3105;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).6d;2[1/2]*;1;;;L3469;
Ne;1;5022.8700;0.0010;5022.8639;0.0004;250;;;149824.2215;169727.6312;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<1/2>).6s;2[1/2]*;1;;;L7292;
Ne;1;5031.3484;0.0010;5031.3481;0.0004;2500;1.34e+06;C+;149657.0392;169526.8869;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).5d;2[5/2]*;3;;T6976;L7292;
Ne;1;5031.5087;0.0030;5031.5041;0.0004;20;9.8e+04;C;149657.0392;169526.2708;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).5d;2[5/2]*;2;;T6976;L4498;
Ne;1;5036.0016;0.0030;5035.9924;0.0004;350;2.08e+05;C;149657.0392;169508.5627;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;2;;T6976;L4498;
Ne;1;5037.5927;0.0030;5037.5844;0.0004;30;2.26e+05;C;149657.0392;169502.2893;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).5d;2[7/2]*;3;;T6976;L4498;
Ne;1;5037.7512;0.0004;5037.7504;0.0004;5000;4.44e+06;C+;149657.0392;169501.6353;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).5d;2[7/2]*;4;;T6976;L3451;
Ne;1;5041.598;0.020;5041.5931;0.0006;10;;;151038.4524;170867.923;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).6d;2[3/2]*;1;;;L3469;
Ne;1;5042.853;0.020;5042.8479;0.0004;150;;;151038.4524;170862.9893;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).6d;2[3/2]*;2;;;L3469;
Ne;1;5045.816;0.020;5045.8204;0.0004;150;;;151038.4524;170851.3105;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).6d;2[1/2]*;1;;;L3469;
Ne;1;5046.608;0.020;5046.5939;0.0013;30;;;151038.4524;170848.274;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).6d;2[1/2]*;0;;;L3469;
Ne;1;5052.9443;0.0030;5052.9414;0.0004;250;;;150772.1118;170557.0484;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).7s;2[3/2]*;1;;;L4498;
Ne;1;5059.150;0.020;5059.1633;0.0004;20;;;150772.1118;170532.7169;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).7s;2[3/2]*;2;;;L3469;
Ne;1;5074.0459;0.0030;5074.0410;0.0004;30;6.0e+04;C;149824.2215;169526.8869;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).5d;2[5/2]*;3;;T6976;L4498;
Ne;1;5074.2007;0.0004;5074.1996;0.0004;350;1.42e+06;C+;149824.2215;169526.2708;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).5d;2[5/2]*;2;;T6976;L3451;
Ne;1;5076.5971;0.0030;5076.5898;0.0004;350;2.86e+05;C;149824.2215;169516.9948;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;1;;T6976;L4498;
Ne;2;5078.414;0.020;5078.4085;0.0008;22;;;294333.192;314018.9129;2s2.2p4.(3P).4p;2P*;1/2;2s2.2p4.(3P).6s;2P;1/2;;;L1406;
Ne;1;5078.7693;0.0030;5078.7645;0.0004;150;8.6e+04;C;149824.2215;169508.5627;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;2;;T6976;L4498;
Ne;1;5080.3830;0.0010;5080.3836;0.0004;1500;3.39e+06;C+;149824.2215;169502.2893;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).5d;2[7/2]*;3;;T6976;L7292;
Ne;1;5081.360;0.020;5081.3801;0.0004;150;;;150858.5079;170532.7169;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).7s;2[3/2]*;2;;;L3469;
Ne;1;5083.9773;0.0030;5083.9671;0.0004;250;1.25e+05;C;149824.2215;169488.4193;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).5d;2[1/2]*;1;;T6976;L4498;
Ne;1;5090.321;0.020;5090.3300;0.0004;80;;;150917.4307;170557.0484;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).7s;2[3/2]*;1;;;L3469;
Ne;1;5099.0522;0.0030;5099.0482;0.0004;250;;;150121.5922;169727.6312;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).6s;2[1/2]*;1;;;L4498;
Ne;2;5099.546;0.005;5099.534;0.005;100;;;301801.0594;321405.23;2s2.2p4.(3P).4d;4D;7/2;2s2.2p4.(3P<2>).7f;2[4]*;9/2;;;L9088;
Ne;1;5104.7011;0.0004;5104.6991;0.0004;350;;;150121.5922;169705.9275;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).6s;2[1/2]*;0;;;L3451;
Ne;2;;;5113.602;0.013;m;;;301855.6707;321405.91;2s2.2p4.(3P).4d;4D;5/2;2s2.2p4.(3P<2>).7f;2[4]*;7/2;;;L1406;
Ne;1;5113.6724;0.0004;5113.6710;0.0004;750;8.67e+05;C+;148257.7898;167807.7649;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;1;;T6976;L3451;
Ne;1;5116.5032;0.0004;5116.5021;0.0004;1500;2.59e+06;C+;148257.7898;167796.9475;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).4d;2[3/2]*;2;;T6976;L3451;
Ne;1;5117.0246;0.0030;5117.0198;0.0004;350;9.6e+04;C;148257.7898;167794.9709;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).4d;2[5/2]*;2;;T6976;L4498;
Ne;1;5120.5059;0.0030;5120.5012;0.0004;250;3.47e+05;C;150772.1118;170296.0099;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;1;;T6976;L4498;
Ne;1;5121.866;0.020;5121.8921;0.0004;20;;;151038.4524;170557.0484;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).7s;2[3/2]*;1;;;L3469;
Ne;1;5122.2565;0.0004;5122.2552;0.0004;1500;1.96e+06;C+;150772.1118;170289.3243;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).5d;2[5/2]*;2;;T6976;L3451;
Ne;1;5122.3613;0.0030;5122.3557;0.0004;1500;6.30e+05;C+;150772.1118;170288.9415;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;2;;T6976;L4498;
Ne;1;5128.280;0.020;5128.2850;0.0004;20;;;151038.4524;170532.7169;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).7s;2[3/2]*;2;;;L3469;
Ne;2;5137.150;0.020;5137.151;0.016;40;;;301947.9789;321408.60;2s2.2p4.(3P).4d;4D;3/2;2s2.2p4.(3P<2>).7f;2[3]*;5/2;;;L1406;
Ne;3;5142.80;0.10;5142.815;0.010;160;;;458095.49;477534.680;2s2.2p3.(2P*).3d;1D*;2;2s2.2p3.(2D*).4p;1D;2;;;L10704;
Ne;1;5143.265;0.020;5143.2611;0.0004;50;;;150858.5079;170296.0099;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;1;;;L3469;
Ne;1;5144.9384;0.0004;5144.9371;0.0004;5000;3.29e+06;C+;150858.5079;170289.6782;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).5d;2[5/2]*;3;;T6976;L3451;
Ne;1;5145.011;0.020;5145.0308;0.0004;5000;;;150858.5079;170289.3243;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).5d;2[5/2]*;2;;;L3469;
Ne;1;5145.1351;0.0030;5145.1322;0.0004;350;7.81e+05;C+;150858.5079;170288.9415;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;2;;T6976;L4498;
Ne;1;5150.0842;0.0030;5150.0790;0.0004;350;;;150315.8612;169727.6312;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).6s;2[1/2]*;1;;;L4498;
Ne;1;5151.9610;0.0004;5151.9612;0.0004;750;1.71e+06;C+;150121.5922;169526.2708;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).5d;2[5/2]*;2;;T6976;L3451;
Ne;1;5154.4271;0.0004;5154.4252;0.0004;500;1.29e+06;C+;150121.5922;169516.9948;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;1;;T6976;L3451;
Ne;1;5156.6672;0.0004;5156.6670;0.0004;500;1.51e+05;C;150121.5922;169508.5627;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;2;;T6976;L3451;
Ne;1;5158.9018;0.0004;5158.9000;0.0004;500;1.12e+06;C+;150917.4307;170296.0099;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;1;;T6976;L3451;
Ne;1;5163.4847;0.0030;5163.4791;0.0004;100;4.08e+05;C;150121.5922;169482.9862;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).5d;2[1/2]*;0;;T6976;L4498;
Ne;2;5178.508;0.020;5178.510;0.005;140;;;302750.7840;322055.98;2s2.2p4.(3P).4d;4F;7/2;2s2.2p4.(3P<1>).7f;2[4]*;9/2;;;L1406;
Ne;1;5182.320;0.020;5182.3190;0.0011;20;;;152970.7328;172261.741;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).8s;2[1/2]*;1;;;L3469;
Ne;1;5188.6122;0.0004;5188.6121;0.0004;1500;;;149657.0392;168924.6500;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;2;;;L3451;
Ne;2;5189.164;0.020;5189.167;0.013;120;;;303071.8002;322337.35;2s2.2p4.(3P).4d;4P;5/2;2s2.2p4.(3P<0>).7f;2[3]*;7/2;;;L1406;
Ne;1;5191.3223;0.0004;5191.3208;0.0004;350;8.66e+05;C+;151038.4524;170296.0099;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;1;;T6976;L3451;
Ne;1;5193.1251;0.0030;5193.1238;0.0004;1500;9.15e+05;C+;151038.4524;170289.3243;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).5d;2[5/2]*;2;;T6976;L4498;
Ne;1;5193.2240;0.0010;5193.2270;0.0004;1500;1.58e+06;C+;151038.4524;170288.9415;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).5d;2[3/2]*;2;;T6976;L7292;
Ne;2;5197.565;0.020;5197.558;0.016;80;;;302816.9602;322051.41;2s2.2p4.(3P).4d;4P;3/2;2s2.2p4.(3P<1>).7f;2[2]*;5/2;;;L1406;
Ne;2;5198.481;0.020;5198.476;0.019;160;;;302192.9098;321423.96;2s2.2p4.(3P).4d;4F;9/2;2s2.2p4.(3P<2>).7f;2[5]*;11/2;;;L1406;
Ne;2;5202.240;0.020;5202.245;0.011;140;;;302839.2693;322056.39;2s2.2p4.(3P).4d;4F;5/2;2s2.2p4.(3P<1>).7f;2[4]*;7/2;;;L1406;
Ne;2;5203.58;0.04;5203.544;0.005;22bl;;;302192.9098;321405.23;2s2.2p4.(3P).4d;4F;9/2;2s2.2p4.(3P<2>).7f;2[4]*;9/2;;;L1406;
Ne;1;5203.8962;0.0004;5203.8951;0.0004;1500;2.31e+06;C+;150315.8612;169526.8869;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5d;2[5/2]*;3;;T6976;L3451;
Ne;1;5206.565;0.020;5206.5761;0.0004;30;;;150315.8612;169516.9948;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;1;;;L3469;
Ne;1;5208.8648;0.0004;5208.8636;0.0004;700;1.43e+06;C+;150315.8612;169508.5627;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;2;;T6976;L3451;
Ne;1;5210.5672;0.0004;5210.5667;0.0004;500;4.38e+05;C+;150315.8612;169502.2893;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5d;2[7/2]*;3;;T6976;L3451;
Ne;2;5212.363;0.020;5212.361;0.016;80;;;302890.5369;322070.36;2s2.2p4.(3P).4d;2F;5/2;2s2.2p4.(3P<1>).7f;2[3]*;7/2;;;L1406;
Ne;2;5213.339;0.020;5213.339;0.019;140;;;302247.7634;321423.99;2s2.2p4.(3P).4d;2F;7/2;2s2.2p4.(3P<2>).7f;2[5]*;9/2;;;L1406;
Ne;1;5214.3389;0.0004;5214.3363;0.0004;350;4.39e+05;C;150315.8612;169488.4193;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).5d;2[1/2]*;1;;T6976;L3451;
Ne;2;5218.268;0.020;5218.259;0.014;22;;;302247.7634;321405.91;2s2.2p4.(3P).4d;2F;7/2;2s2.2p4.(3P<2>).7f;2[4]*;7/2;;;L1406;
Ne;1;5222.3517;0.0004;5222.3519;0.0004;500;;;149824.2215;168967.3526;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;1;;;L3451;
Ne;2;5231.523;0.020;5231.527;0.017;80;;;302961.0417;322070.60;2s2.2p4.(3P).4d;4F;3/2;2s2.2p4.(3P<1>).7f;2[3]*;5/2;;;L1406;
Ne;2;;;5233.95;0.03;m;;;302307.7230;321408.42;2s2.2p4.(3P).4d;2D;5/2;2s2.2p4.(3P<2>).7f;2[3]*;7/2;;;L1406;
Ne;1;5234.0271;0.0004;5234.0276;0.0004;500;;;149824.2215;168924.6500;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;2;;;L3451;
Ne;2;5234.637;0.020;5234.642;0.014;60;;;302307.7230;321405.91;2s2.2p4.(3P).4d;2D;5/2;2s2.2p4.(3P<2>).7f;2[4]*;7/2;;;L1406;
Ne;2;5235.867;0.020;5235.8572;0.0005;80;;;294086.4608;313180.2149;2s2.2p4.(3P).4p;2P*;3/2;2s2.2p4.(3P).6s;2P;3/2;;;L1406;
Ne;2;5245.834;0.020;5245.829;0.014;40;;;303279.8915;322337.35;2s2.2p4.(3P).5s;4P;5/2;2s2.2p4.(3P<0>).7f;2[3]*;7/2;;;L1406;
Ne;2;5263.123;0.020;5263.121;0.017;80;;;302425.8139;321420.66;2s2.2p4.(3P).4d;2D;3/2;2s2.2p4.(3P<2>).7f;2[2]*;5/2;;;L1406;
Ne;1;5274.0393;0.0004;5274.0406;0.0004;400;;;150772.1118;169727.6312;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).6s;2[1/2]*;1;;;L3451;
Ne;1;5280.0853;0.0004;5280.0863;0.0004;500;;;150772.1118;169705.9275;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).6s;2[1/2]*;0;;;L3451;
Ne;6;5280.3;1.5;5280.3;1.5;7;;;1193125?;1212058?;2s2.7f;2F*;;2s2.8g;2G;;;;L9340;
Ne;6;5282.9;1.5;5282.8;1.5;15;;;1193132;1212056?;2s2.7g;2G;;2s2.8h;2H*;;;;L9340;
Ne;6;5287.2;1.5;5286.7;1.5;18;;;1193167;1212077;2s2.7h;2H*;;2s2.8i;2I;;;;L9340;
Ne;6;5289.9;1.5;5290.1;1.5;27;;;1193188;1212086;2s2.7i;2I;;2s2.8k;2K*;;;;L9340;
Ne;1;5298.1891;0.0004;5298.1891;0.0004;1500;;;150858.5079;169727.6312;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).6s;2[1/2]*;1;;;L3451;
Ne;1;5304.7580;0.0004;5304.7573;0.0004;700;;;150121.5922;168967.3526;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;1;;;L3451;
Ne;1;5314.7851;0.0030;5314.7859;0.0004;300;;;150917.4307;169727.6312;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).6s;2[1/2]*;1;;;L4498;
Ne;1;5316.8046;0.0030;5316.8048;0.0004;250;;;150121.5922;168924.6500;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;2;;;L4498;
Ne;1;5320.550;0.020;5320.5511;0.0004;20;;;148257.7898;167047.6082;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).4d;2[5/2]*;2;;;L3469;
Ne;1;5326.3960;0.0010;5326.3952;0.0004;750;5.49e+05;C+;148257.7898;167026.9923;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;1;;T6976;L7292;
Ne;1;5330.6720;0.0030;5330.6678;0.0004;5;6.94e+05;C+;150772.1118;169526.2708;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).5d;2[5/2]*;2;;T6976;L4498;
Ne;1;5330.7775;0.0004;5330.7771;0.0004;6000;5.30e+06;C+;148257.7898;167011.5643;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).4d;2[3/2]*;2;;T6976;L3451;
Ne;1;5333.3083;0.0030;5333.3057;0.0004;500;4.70e+05;C+;150772.1118;169516.9948;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;1;;T6976;L4498;
Ne;1;5335.710;0.020;5335.7059;0.0004;100;5.2e+04;C;150772.1118;169508.5627;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;2;;T6976;L3469;
Ne;1;5341.0938;0.0004;5341.0932;0.0004;10000;7.74e+06;C+;148257.7898;166975.3424;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).4d;2[1/2]*;1;;T6976;L3451;
Ne;1;5342.700;0.020;5342.626;0.003;10;;;152970.7328;171682.914;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).7d;2[3/2]*;1;;;L3469;
Ne;1;5343.0048;0.0030;5342.9996;0.0004;100;;;150772.1118;169482.9862;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).5d;2[1/2]*;0;;;L4498;
Ne;1;5343.2834;0.0004;5343.2820;0.0004;6000;9.76e+06;C+;148257.7898;166967.6752;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).4d;2[1/2]*;0;;T6976;L3451;
Ne;1;5349.2038;0.0004;5349.2021;0.0004;1500;;;151038.4524;169727.6312;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).6s;2[1/2]*;1;;;L3451;
Ne;1;5353.513;0.020;5353.5074;0.0009;50;;;152970.7328;171644.882;2s2.2p5.(2P*<1/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).6d;2[3/2]*;1;;;L3469;
