element;sp_num;obs_wl_air(A);unc_obs_wl;ritz_wl_air(A);unc_ritz_wl;intens;Aki(s^-1);Acc;Ei(cm-1);Ek(cm-1);conf_i;term_i;J_i;conf_k;term_k;J_k;Type;tp_ref;line_ref;
Ne;1;4656.3936;0.0004;4656.3926;0.0003;3000;;;148257.7898;169727.6312;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).6s;2[1/2]*;1;;;L3451;
Ne;4;4657.0;1.5;4657.0;1.5;1i;;;714555?;736022?;2s2.2p2.(3P<2>).5g;2[3];;2s2.2p2.(3P<2>).6h;2[4]*;;;;L397,L17865;
Ne;8;4659.7;3.0;4658.6;3.0;100;;;[1858216.0];[1879675.5];1s2.10[k-m];;;1s2.12[k-o];;;;;L9090;
Ne;2;4660.837;0.020;4660.8377;0.0007;60;;;282375.3049;303824.6705;2s2.2p4.(3P).4s;4P;3/2;2s2.2p4.(3P<0>).4f;2[3]*;5/2;;;L1406;
Ne;1;4661.1054;0.0004;4661.1046;0.0003;1500;;;148257.7898;169705.9275;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).6s;2[1/2]*;0;;;L3451;
Ne;4;4662.5;1.5;4662.4;1.5;1i;;;714720?;736162?;2s2.2p2.(3P<2>).5g;2[5];;2s2.2p2.(3P<2>).6h;2[6]*;;;;L397,L17865;
Ne;1;4663.092;0.020;4663.0923;0.0022;400;;;150772.1118;172211.107;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).8d;2[5/2]*;2;;;L3469;
Ne;1;4663.518;0.020;4663.518;0.011;200;;;150772.1118;172209.15;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).8d;2[3/2]*;1;;;L3469;
Ne;1;4666.654;0.020;4666.6799;0.0024;500;;;151038.4524;172460.966;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).7d;2[3/2]*;1;;;L3469;
Ne;1;4667.3643;0.0020;4667.3647;0.0018;1000;;;151038.4524;172457.823;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).7d;2[3/2]*;2;;;L4498;
Ne;2;4669.372;0.020;4669.371;0.020;60;;;302750.7840;324160.95;2s2.2p4.(3P).4d;4F;7/2;2s2.2p4.(3P<1>).8f;2[4]*;9/2;;;L1406;
Ne;9;;;4672;3;;1.291e+07;AA;8623000.;8644400.;1s.3s;3S;1;1s.3p;3P*;0;;T7543LS;;
Ne;1;4670.8840;0.0010;4670.8838;0.0009;700;;;150858.5079;172261.741;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).8s;2[1/2]*;1;;;L7292;
Ne;1;4678.2180;0.0010;4678.2177;0.0009;3000;;;150315.8612;171685.542;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).7d;2[5/2]*;3;;;L7292;
Ne;2;4678.314;0.020;4678.314;0.018;60;;;303071.8002;324441.04;2s2.2p4.(3P).4d;4P;5/2;2s2.2p4.(3P<0>).8f;2[3]*;7/2;;;L1406;
Ne;1;4678.6107;0.0020;4678.6089;0.0011;500;;;150121.5922;171489.486;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).8s;2[3/2]*;1;;;L4498;
Ne;1;4679.1350;0.0010;4679.1360;0.0013;1500;;;150315.8612;171681.348;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).7d;2[3/2]*;2;;;L7292;
Ne;1;4680.3670;0.0020;4680.3671;0.0007;1000;;;150315.8612;171675.728;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).7d;2[7/2]*;3;;;L4498;
Ne;1;4681.200;0.020;4681.2000;0.0024;500;;;150315.8612;171671.928;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).7d;2[1/2]*;1;;;L3469;
Ne;1;4681.930;0.020;4681.9253;0.0013;200;;;150858.5079;172211.266;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).8d;2[5/2]*;3;;;L3469;
Ne;1;4682.146;0.020;4682.1532;0.0009;200;;;150121.5922;171473.311;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).8s;2[3/2]*;2;;;L3469;
Ne;1;4682.910;0.020;4682.9114;0.0024;100;;;150858.5079;172206.770;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).8d;2[3/2]*;2;;;L3469;
Ne;1;4683.238;0.020;4683.2400;0.0005;50;;;150858.5079;172205.272;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).8d;2[7/2]*;3;;;L3469;
Ne;1;4683.764;0.020;4683.7784;0.0009;300;;;150917.4307;172261.741;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).8s;2[1/2]*;1;;;L3469;
Ne;2;4686.355;0.020;4686.354;0.018;60;;;302192.9098;323525.49;2s2.2p4.(3P).4d;4F;9/2;2s2.2p4.(3P<2>).8f;2[5]*;11/2;;;L1406;
Ne;1;4687.6710;0.0010;4687.6706;0.0004;1000;;;150315.8612;171642.4494;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).6d;2[5/2]*;3;;;L7292;
Ne;1;4688.191;0.020;4688.2148;0.0003;20;;;150315.8612;171639.9741;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).6d;2[3/2]*;2;;;L3469;
Ne;2;4688.671;0.020;4688.673;0.018;40;;;302839.2693;324161.30;2s2.2p4.(3P).4d;4F;5/2;2s2.2p4.(3P<1>).8f;2[4]*;7/2;;;L1406;
Ne;1;4691.580;0.020;4691.5832;0.0011;150;;;150772.1118;172080.915;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).9s;2[3/2]*;1;;;L3469;
Ne;1;4695.363;0.020;4695.348;0.011;200;;;150917.4307;172209.15;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).8d;2[3/2]*;1;;;L3469;
Ne;1;4696.943;0.020;4696.9518;0.0024;50;;;150917.4307;172201.878;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).8d;2[1/2]*;1;;;L3469;
Ne;2;4697.874;0.020;4697.878;0.020;22;;;302890.5369;324170.79;2s2.2p4.(3P).4d;2F;5/2;2s2.2p4.(3P<1>).8f;2[3]*;7/2;;;L1406;
Ne;2;4698.430;0.020;4698.431;0.020;60;;;302247.7634;323525.51;2s2.2p4.(3P).4d;2F;7/2;2s2.2p4.(3P<2>).8f;2[5]*;9/2;;;L1406;
Ne;2;4700.243;0.020;4700.2462;0.0009;12;;;281720.2755;302989.805;2s2.2p4.(3P).3d;2P;3/2;2s2.2p4.(3P<2>).4f;2[1]*;3/2;;;L1406;
Ne;1;4700.469;0.020;4700.4779;0.0003;50;;;148257.7898;169526.2708;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).5d;2[5/2]*;2;;;L3469;
Ne;2;4700.483;0.020;4700.4553;0.0020;12;;;281720.2755;302988.859;2s2.2p4.(3P).3d;2P;3/2;2s2.2p4.(3P<2>).4f;2[1]*;1/2;;;L1406;
Ne;1;4702.5305;0.0020;4702.5289;0.0003;1500;1.62e+05;C;148257.7898;169516.9948;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;1;;T6976;L4498;
Ne;1;4704.3949;0.0004;4704.3948;0.0003;15000;2.10e+06;C+;148257.7898;169508.5627;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).5d;2[3/2]*;2;;T6976;L3451;
Ne;1;4708.8594;0.0020;4708.8584;0.0003;12000;3.26e+06;C+;148257.7898;169488.4193;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).5d;2[1/2]*;1;;T6976;L4498;
Ne;2;;;4710.0645;0.0007;m;;;282375.3049;303600.498;2s2.2p4.(3P).4s;4P;3/2;2s2.2p4.(3P<1>).4f;2[3]*;5/2;;;L1406;
Ne;1;4710.0650;0.0020;4710.0638;0.0003;10000;4.09e+06;C+;148257.7898;169482.9862;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).5d;2[1/2]*;0;;T6976;L4498;
Ne;1;4710.4881;0.0020;4710.4872;0.0009;300;;;151038.4524;172261.741;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).8s;2[1/2]*;1;;;L4498;
Ne;1;4712.0633;0.0020;4712.0625;0.0003;15000;;;149657.0392;170873.2327;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).6d;2[5/2]*;3;;;L4498;
Ne;1;4712.1406;0.0020;4712.1469;0.0003;150*;;;149657.0392;170872.8524;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).6d;2[5/2]*;2;;;L4498;
Ne;1;4712.1406;0.0020;4712.1404;0.0020;150*;;;151038.4524;172254.295;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).8s;2[1/2]*;0;;;L4498;
Ne;1;4712.800;0.020;4712.7983;0.0016;100;;;150858.5079;172071.389;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).9s;2[3/2]*;2;;;L3469;
Ne;2;4712.968;0.020;4712.9720;0.0007;22;;;291968.116;313180.2149;2s2.2p4.(3P).4p;4D*;1/2;2s2.2p4.(3P).6s;2P;3/2;;;L1406;
Ne;2;4713.458;0.020;4713.454;0.018;22;;;302961.0417;324170.97;2s2.2p4.(3P).4d;4F;3/2;2s2.2p4.(3P<1>).8f;2[3]*;5/2;;;L1406;
Ne;4;4714.25;0.04;4714.25;0.04;*;1.91e-01;C;41234.43;62440.78;2s2.2p3;2D*;5/2;2s2.2p3;2P*;3/2;E2;T569;L3452;
Ne;4;4714.25;0.04;4714.25;0.04;*;2.10e-01;C;41234.43;62440.78;2s2.2p3;2D*;5/2;2s2.2p3;2P*;3/2;M1;T569;L3452;
Ne;1;4714.3397;0.0020;4714.3386;0.0003;700;;;149657.0392;170862.9893;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).6d;2[3/2]*;2;;;L4498;
Ne;2;4714.413;0.003;4714.4137;0.0007;120;;;291202.0096;312407.6220;2s2.2p4.(3P).4p;4D*;7/2;2s2.2p4.(3P).5d;4F;9/2;;;L1406;
Ne;2;4714.935;0.020;4714.931;0.018;40;;;303237.8943;324441.18;2s2.2p4.(3P).4d;2P;3/2;2s2.2p4.(3P<0>).8f;2[3]*;5/2;;;L1406;
Ne;1;4715.1248;0.0020;4715.1239;0.0003;300;;;150121.5922;171324.0107;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).7s;2[1/2]*;1;;;L4498;
Ne;1;4715.2580;0.0020;4715.2539;0.0004;300;;;149657.0392;170858.8729;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).6d;2[7/2]*;3;;;L4498;
Ne;1;4715.3440;0.0010;4715.3441;0.0003;15000;;;149657.0392;170858.4673;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).6d;2[7/2]*;4;;;L7292;
Ne;4;4715.61;0.04;4715.66;0.04;;1.10e-01;C;41234.43;62434.45;2s2.2p3;2D*;5/2;2s2.2p3;2P*;1/2;E2;T569;L3452;
Ne;1;4717.6085;0.0020;4717.6092;0.0003;700;;;150121.5922;171312.8413;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).7s;2[1/2]*;0;;;L4498;
Ne;2;4719.363;0.003;4719.3662;0.0007;22;;;281720.2755;302903.635;2s2.2p4.(3P).3d;2P;3/2;2s2.2p4.(3P<2>).4f;2[2]*;5/2;;;L1406;
Ne;2;4719.608;0.020;4719.6064;0.0009;12;;;281720.2755;302902.557;2s2.2p4.(3P).3d;2P;3/2;2s2.2p4.(3P<2>).4f;2[2]*;3/2;;;L1406;
Ne;1;4721.5337;0.0020;4721.5360;0.0011;700;;;150315.8612;171489.486;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).8s;2[3/2]*;1;;;L4498;
Ne;1;4722.150;0.020;4722.189;0.011;50;;;151038.4524;172209.15;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).8d;2[3/2]*;1;;;L3469;
Ne;1;4722.714;0.020;4722.7198;0.0025;150;;;151038.4524;172206.770;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).8d;2[3/2]*;2;;;L3469;
Ne;1;4723.810;0.020;4723.7984;0.0011;700*;;;150917.4307;172080.915;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).9s;2[3/2]*;1;;;L3469;
Ne;1;4723.810;0.020;4723.8115;0.0025;700*;;;151038.4524;172201.878;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).8d;2[1/2]*;1;;;L3469;
Ne;4;4724.15;0.04;4724.15;0.04;*;7.8e-02;C;41278.89;62440.78;2s2.2p3;2D*;3/2;2s2.2p3;2P*;3/2;E2;T569;L3452;
Ne;4;4724.15;0.04;4724.15;0.04;*;3.58e-01;C;41278.89;62440.78;2s2.2p3;2D*;3/2;2s2.2p3;2P*;3/2;M1;T569;L3452;
Ne;1;4724.162;0.020;4724.157;0.013;50;;;151038.4524;172200.33;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).8d;2[1/2]*;0;;;L3469;
Ne;1;4725.1450;0.0010;4725.1457;0.0009;700;;;150315.8612;171473.311;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).8s;2[3/2]*;2;;;L7292;
Ne;4;4725.62;0.04;4725.57;0.04;*;1.60e-01;C;41278.89;62434.45;2s2.2p3;2D*;3/2;2s2.2p3;2P*;1/2;E2;T569;L3452;
Ne;4;4725.62;0.04;4725.57;0.04;*;2.29e-01;C;41278.89;62434.45;2s2.2p3;2D*;3/2;2s2.2p3;2P*;1/2;M1;T569;L3452;
Ne;2;4730.339;0.020;4730.3419;0.0007;22;;;282375.3049;303509.514;2s2.2p4.(3P).4s;4P;3/2;2s2.2p4.(3P<1>).4f;2[2]*;5/2;;;L1406;
Ne;2;4730.58;0.04;4730.5783;0.0009;22w;;;282375.3049;303508.458;2s2.2p4.(3P).4s;4P;3/2;2s2.2p4.(3P<1>).4f;2[2]*;3/2;;;L1406;
Ne;2;4732.667;0.010;4732.6708;0.0007;80bl;;;281720.2755;302844.085;2s2.2p4.(3P).3d;2P;3/2;2s2.2p4.(3P<2>).4f;2[3]*;5/2;;;L1406;
Ne;2;4736.785;0.020;4736.7865;0.0007;22;;;292546.687;313652.1424;2s2.2p4.(3P).4p;2S*;1/2;2s2.2p4.(3P).6s;4P;3/2;;;L1406;
Ne;1;4749.5754;0.0004;4749.5745;0.0003;3000;;;149824.2215;170872.8524;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).6d;2[5/2]*;2;;;L3451;
Ne;1;4750.6826;0.0020;4750.6871;0.0005;300;;;149824.2215;170867.923;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).6d;2[3/2]*;1;;;L4498;
Ne;1;4751.802;0.020;4751.8012;0.0003;300;;;149824.2215;170862.9893;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).6d;2[3/2]*;2;;;L3469;
Ne;1;4752.7320;0.0004;4752.7311;0.0004;5000;;;149824.2215;170858.8729;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).6d;2[7/2]*;3;;;L3451;
Ne;1;4753.123;0.020;4753.1186;0.0016;10;;;151038.4524;172071.389;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).9s;2[3/2]*;2;;;L3469;
Ne;1;4754.440;0.020;4754.4404;0.0004;1000;;;149824.2215;170851.3105;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).6d;2[1/2]*;1;;;L3469;
Ne;1;4758.7280;0.0010;4758.7268;0.0003;1500;;;150315.8612;171324.0107;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).7s;2[1/2]*;1;;;L7292;
Ne;2;4769.375;0.003;4769.3777;0.0005;100;;;292033.1263;312994.3611;2s2.2p4.(3P).4p;2D*;5/2;2s2.2p4.(3P).5d;4F;7/2;;;L1406;
Ne;2;4772.927;0.003;4772.9288;0.0005;120;;;291495.0176;312440.6573;2s2.2p4.(3P).4p;4D*;5/2;2s2.2p4.(3P).5d;2F;7/2;;;L1406;
Ne;1;4780.3380;0.0010;4780.3377;0.0007;3000;;;150772.1118;171685.289;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).7d;2[5/2]*;2;;;L7292;
Ne;1;4780.884;0.020;4780.8807;0.0021;300;;;150772.1118;171682.914;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).7d;2[3/2]*;1;;;L3469;
Ne;1;4781.239;0.020;4781.2388;0.0014;20;;;150772.1118;171681.348;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).7d;2[3/2]*;2;;;L3469;
Ne;2;4782.121;0.020;4782.1227;0.0007;60;;;281998.2635;302903.635;2s2.2p4.(3P).4s;4P;5/2;2s2.2p4.(3P<2>).4f;2[2]*;5/2;;;L1406;
Ne;1;4784.022;0.020;4784.025;0.003;20;;;150772.1118;171669.172;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).7d;2[1/2]*;0;;;L3469;
Ne;1;4788.9258;0.0010;4788.9249;0.0003;10000;;;149657.0392;170532.7169;2s2.2p5.(2P*<3/2>).3p;2[5/2];3;2s2.2p5.(2P*<3/2>).7s;2[3/2]*;2;;;L7292;
Ne;1;4789.5982;0.0020;4789.5920;0.0007;1000;;;150772.1118;171644.882;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).6d;2[3/2]*;1;;;L4498;
Ne;1;4790.2195;0.0020;4790.2171;0.0004;5000;;;150772.1118;171642.1580;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).6d;2[5/2]*;2;;;L4498;
Ne;1;4790.728;0.020;4790.7185;0.0003;300;;;150772.1118;171639.9741;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).6d;2[3/2]*;2;;;L3469;
Ne;3;4793.78;0.10;4793.744;0.010;120w;;;398972.658;419827.35;2s2.2p3.(2D*).3p;3P;2;2s2.2p3.(4S*).4s;3S*;1;;;L10704;
Ne;2;4795.918;0.020;4795.9164;0.0009;60;;;281998.2635;302843.509;2s2.2p4.(3P).4s;4P;5/2;2s2.2p4.(3P<2>).4f;2[3]*;7/2;;;L1406;
Ne;1;4800.1110;0.0010;4800.1101;0.0010;150;;;150858.5079;171685.542;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).7d;2[5/2]*;3;;;L7292;
Ne;1;4801.076;0.020;4801.0769;0.0014;20;;;150858.5079;171681.348;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).7d;2[3/2]*;2;;;L3469;
Ne;1;4802.363;0.020;4802.3730;0.0007;100;;;150858.5079;171675.728;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).7d;2[7/2]*;3;;;L3469;
Ne;1;4803.225;0.020;4803.250;0.003;10;;;150858.5079;171671.928;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).7d;2[1/2]*;1;;;L3469;
Ne;1;4809.500;0.020;4809.4996;0.0007;100;;;150858.5079;171644.882;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).6d;2[3/2]*;1;;;L3469;
Ne;1;4810.0640;0.0004;4810.0626;0.0004;1500;;;150858.5079;171642.4494;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).6d;2[5/2]*;3;;;L3451;
Ne;1;4810.6392;0.0020;4810.6355;0.0003;1000;;;150858.5079;171639.9741;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<1/2>).6d;2[3/2]*;2;;;L4498;
Ne;1;4814.338;0.020;4814.3382;0.0021;500;;;150917.4307;171682.914;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).7d;2[3/2]*;1;;;L3469;
Ne;3;4815.93;0.10;4815.919;0.010;90w;;;399068.682;419827.35;2s2.2p3.(2D*).3p;3P;1;2s2.2p3.(4S*).4s;3S*;1;;;L10704;
Ne;1;4816.900;0.020;4816.887;0.003;10;;;150917.4307;171671.928;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).7d;2[1/2]*;1;;;L3469;
Ne;1;4817.6386;0.0004;4817.6381;0.0003;3000;;;150121.5922;170872.8524;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).6d;2[5/2]*;2;;;L3451;
Ne;1;4818.7847;0.0020;4818.7828;0.0005;1500;;;150121.5922;170867.923;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).6d;2[3/2]*;1;;;L4498;
Ne;1;4819.937;0.020;4819.9290;0.0003;700;;;150121.5922;170862.9893;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).6d;2[3/2]*;2;;;L3469;
Ne;1;4821.9218;0.0020;4821.9214;0.0003;3000;;;149824.2215;170557.0484;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).7s;2[3/2]*;1;;;L4498;
Ne;1;4823.1725;0.0020;4823.1720;0.0007;1000;;;150917.4307;171644.882;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<1/2>).6d;2[3/2]*;1;;;L4498;
Ne;1;4823.370;0.020;4823.3511;0.0012;500;;;150121.5922;170848.274;2s2.2p5.(2P*<3/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).6d;2[1/2]*;0;;;L3469;
Ne;1;4825.529;0.020;4825.5181;0.0012;500;;;150772.1118;171489.486;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).8s;2[3/2]*;1;;;L3469;
Ne;1;4827.3380;0.0010;4827.3382;0.0003;10000;;;148257.7898;168967.3526;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;1;;;L7292;
Ne;1;4827.5870;0.0010;4827.5871;0.0003;3000;;;149824.2215;170532.7169;2s2.2p5.(2P*<3/2>).3p;2[5/2];2;2s2.2p5.(2P*<3/2>).7s;2[3/2]*;2;;;L7292;
Ne;1;4829.288;0.020;4829.2886;0.0010;50;;;150772.1118;171473.311;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<3/2>).8s;2[3/2]*;2;;;L3469;
Ne;1;4837.3139;0.0004;4837.3128;0.0003;5000;;;148257.7898;168924.6500;2s2.2p5.(2P*<3/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).6s;2[3/2]*;2;;;L3451;
Ne;3;4842.50;0.10;4842.47;0.07;120w;8.1e+06;D;449552.15+x;470197.0+x;2s2.2p3.(4S*).4f;5F;5;2s2.2p3.(4S*).5d;5D*;4;;T8046;L10704;
Ne;1;4842.566;0.020;4842.5612;0.0021;100;;;151038.4524;171682.914;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).7d;2[3/2]*;1;;;L3469;
Ne;1;4842.941;0.020;4842.9286;0.0014;500;;;151038.4524;171681.348;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).7d;2[3/2]*;2;;;L3469;
Ne;1;4845.145;0.020;4845.140;0.003;150;;;151038.4524;171671.928;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).7d;2[1/2]*;1;;;L3469;
Ne;1;4845.767;0.020;4845.787;0.003;50;;;151038.4524;171669.172;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<3/2>).7d;2[1/2]*;0;;;L3469;
Ne;1;4849.530;0.020;4849.5283;0.0010;300;;;150858.5079;171473.311;2s2.2p5.(2P*<1/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).8s;2[3/2]*;2;;;L3469;
Ne;1;4851.501;0.020;4851.4989;0.0007;600;;;151038.4524;171644.882;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).6d;2[3/2]*;1;;;L3469;
Ne;1;4852.6550;0.0010;4852.6547;0.0003;1000;;;151038.4524;171639.9741;2s2.2p5.(2P*<1/2>).3p;2[1/2];1;2s2.2p5.(2P*<1/2>).6d;2[3/2]*;2;;;L7292;
Ne;1;4859.604;0.020;4859.6055;0.0012;150;;;150917.4307;171489.486;2s2.2p5.(2P*<3/2>).3p;2[1/2];0;2s2.2p5.(2P*<3/2>).8s;2[3/2]*;1;;;L3469;
Ne;1;4863.0810;0.0020;4863.0767;0.0003;1000;;;150315.8612;170873.2327;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).6d;2[5/2]*;3;;;L4498;
Ne;1;4864.3729;0.0020;4864.3717;0.0003;300;;;150772.1118;171324.0107;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).7s;2[1/2]*;1;;;L4498;
Ne;1;4865.5065;0.0020;4865.5011;0.0004;1000;;;150315.8612;170862.9893;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).6d;2[3/2]*;2;;;L4498;
Ne;1;4866.4760;0.0010;4866.4761;0.0004;800;;;150315.8612;170858.8729;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).6d;2[7/2]*;3;;;L7292;
Ne;1;4867.0189;0.0020;4867.0168;0.0003;700;;;150772.1118;171312.8413;2s2.2p5.(2P*<1/2>).3p;2[3/2];1;2s2.2p5.(2P*<1/2>).7s;2[1/2]*;0;;;L4498;
Ne;1;4868.2766;0.0020;4868.2683;0.0004;700;;;150315.8612;170851.3105;2s2.2p5.(2P*<3/2>).3p;2[3/2];2;2s2.2p5.(2P*<3/2>).6d;2[1/2]*;1;;;L4498;
